"","brand","goods","price"
"325","제이숲","제이숲 레드제이 워터트리트먼트 로즈테라피 500ml","21,000"
"326","모레모","모레모 휩피드 크림 트리트먼트 W 200g","13,300"
"327","메디힐","메디힐 헤어 쉽 스팀 팩","5,000"
"328","차홍","차홍 인텐시브 리페어 마스크 100ml","22,500"
"329","쌤잇","쌤잇 워터풀 퍼펙트 케어 헤어팩 기획세트(200ml+30ml)","19,800"
"330","달리프","달리프 베러 퍼퓸 트리트먼트 일랑로즈향 500ml (샴푸증정6mlx5개입)","11,700"
"331","달리프","달리프글램 헤어팩 인 미스트 200ml [뿌리는 고농축 헤어팩]","12,600"
"332","미쟝센","씻지않는 트리트먼트 베이스업 에센스 230ml","16,000"
"333","팬틴","팬틴 미셀라 퓨어 클렌즈 트리트먼트 500ml","6,700"
"334","라보에이치","라보에이치 탈모증상완화 트리트먼트 200ml (두피강화)","12,000"
"335","사이오스","사이오스 실리콘프리 루트액티베이션 샴푸 + 트리트먼트 마스크 기획팩","12,900"
"336","멜로우터치","멜로우터치 실키 헤어 트리트먼트 에센스","15,600"
"337","AZH","AZH 헤어 트리트먼트 크림 250ml","18,000"
"338","제이숲","제이숲 퍼플제이 풀세팅 헤어팩 300ml","20,000"
"339","메다비타","메다비타 컬러 보호용 헤어 마스크150ml","30,000"
"340","닥터포헤어","닥터포헤어 피토테라피 트리트먼트 300ml","14,400"
"341","착한팩토리","착한팩토리 90% 밀크단백질 트리트먼트 1000ml","14,250"
"342","츠바키","츠바키 프리미엄 리페어 마스크 180g","12,800"
"343","허니체","허니체 모이스처 헤어 마스크 와이 220g","13,400"
"344","케라시스","케라시스 케라마이드 극손상 클리닉 트리트먼트 200ml","3,800"
"345","허니체","허니체 딥 모이스트 리페어 헤어 마스크 200g","14,900"
"346","착한팩토리","착한팩토리 단백질폭탄 헤어앤헤드스파20g+20gx10입","15,000"
"347","라우쉬","라우쉬 위트점 너리싱 팩 100ml(모발 영양 SOS 팩)","28,000"
"348","미쟝센","데미지케어 헤어팩 150ml","5,500"
"349","미쟝센","데미지 트리트먼트180ml 듀오팩[2입기획]","6,900"
"350","이브로쉐","이브로쉐 리프레쉬 스크럽 스칼프 150g","14,900"
"351","로레알 파리","로레알파리 엑스트라 오디네리 로즈 헤어팩","15,000"
"352","달리프","달리프 베러 퍼퓸 트리트먼트 레이니데이향 500ml (샴푸증정6mlx5개입)","11,700"
"353","모레모","모레모 투스텝 헤어클리닉 R","18,700"
"354","츠바키","츠바키 볼륨 트리트먼트 180g","4,800"
"355","제이숲","제이숲 퍼플제이 워터팩 200ml+3ml 추가 기획","32,000"
"356","제이숲","제이숲 퍼플제이 워터팩 로즈테라피 세트 200ml+30ml","34,000"
"357","아로마티카","아로마티카 퀴노아 프로틴 트리트먼트 마스크 160ml","10,500"
"358","케라시스","케라시스 케라마이드 열손상 클리닉 트리트먼트 200ml","8,500"
"359","어헤즈","어헤즈 프리미엄 히든 테라피 트리트먼트 430ml","20,700"
"360","어헤즈","어헤즈 리바이브 스팀 헤어팩 3개입","19,100"
"361","착한팩토리","착한팩토리 단백질폭탄 헤드앤헤어스파20g+20g","3,000"
"362","어헤즈","어헤즈 볼륨앤케어 트리트먼트 200ml","18,300"
"363","러비더비","러비더비 퀵모닝 리페어 노 린스 트리트먼트 [50ml]","12,900"
"364","라우쉬","라우쉬 씨위드 스칼프 팩 100ml","35,000"
"365","미쟝센","컬러케어 마스크팩 15ML","4,000"
"366","츠바키","츠바키 데미지케어 트리트먼트 180g","14,000"
"367","실크테라피","실크테라피 실크 인 캡슐 헤어 마스크 4ml*6EA","9,600"
"368","츠바키","츠바키 엑스트라 모이스트 트리트먼트 180g","14,000"
"369","미쟝센","퍼펙트 리페어 마스크팩 15ml","4,000"
"370","달리프","달리프글램 헤어팩 인 미스트 [뿌리는 고농축 헤어팩] 200ml*2개 기획(증정6mlx5개입)","22,400"
"371","허니체","허니체 크리미 허니 트리트먼트 470ml","14,900"
"372","로레알 파리","로레알파리 폴 리페어 마스크 200ml","10,000"
"373","존프리다","존프리다 딥클렌징 앤 리페어 마스크 250ml","13,300"
"374","씨피원","씨피-원 프리미엄 헤어 트리트먼트 25ml","3,200"
"375","모레모","모레모 워터트리트먼트 미라클 10 480ml 체리블라썸 기획","49,000"
"376","룩앳헤어로스","룩앳헤어로스 트루 헤어 앤 스칼프 트리트먼트 250ml","10,900"
"377","허니체","허니체 모이스처 헤어 마스크 와이 220g","13,400"
"378","미쟝센","볼륨 케어 마스크팩 15ML","4,000"
"379","헤어플러스","헤어플러스 컬러본드 보색 트리트먼트 300ml","14,300"
"380","록시땅","록시땅 퓨리파잉 프레쉬니스 클렌징 스크럽 150ml","34,000"
"381","츠바키","츠바키 볼륨터치 트리트먼트 180g","14,000"
"382","룩앳헤어로스","룩앳헤어로스 내추럴 마일드 스칼프 케어 트리트먼트 500ml","7,900"
"383","룩앳헤어로스","룩앳헤어로스 민티치노 딥쿨링 트리트먼트 500ml","7,900"
"384","제이숲","퍼플제이 워터팩 부스터 250ml","32,000"
"385","티에스샴푸","TS 프리미엄 트리트먼트 200ml NEW","14,000"
"386","사이오스","사이오스 실리콘프리 리페어링 트리트먼트 마스크 200ml","11,900"
"387","이지엔","이지엔 닥터복구 알엑스-플렉스 NO.2 250ml","14,800"
"388","보다나","보다나 러블리리포머 인텐시브 케어팩","25,000"
"389","보다나","보다나 러블리리포머 인텐시브 트리트먼트","36,000"
"390","려","자양윤모 탈모증상케어 트리트먼트(모발영양 )300ml","14,000"
"391","려","자양윤모 탈모증상케어 트리트먼트(모근강화)300ml","14,000"
"392","미쟝센","미쟝센 데미지케어 트리트먼트 330ml","13,000"
"393","팬틴","팬틴 실키스무드케어 트리트먼트 220ml","7,700"
"394","팬틴","팬틴 엑스트라볼륨 트리트먼트 220ml","7,700"
"395","팬틴","팬틴 미셀라 퓨어 모이스트 트리트먼트 500ml","13,400"
"396","더프트앤도프트","더프트앤도프트 스톡홀름로즈 퍼퓸드 헤어트리트먼트 250ml","11,570"
"397","쿤달","쿤달 트리트먼트 500ml 클린솝","7,900"
"398","모레모","모레모 헤어 트리트먼트 미라클 2X_280ml","23,000"
"399","헤어플러스","헤어플러스 실크 코팅 트리트먼트 500ml","8,700"
"400","헤어플러스","헤어플러스 벨벳 프로틴 본드 트리트먼트 210ml","6,300"
"401","투쿨포스쿨","투쿨포스쿨 에그 레미디 헤어팩 200g","15,000"
"402","닥터포헤어","닥터포헤어 앱솔루트 실크 트리트먼트 300ml","12,000"
"403","아로마티카","아로마티카 로즈마리 스칼프 스크럽 165g","10,500"
"404","탱글엔젤","탱글엔젤 핑크 미라클 트리트먼트 500ml","9,900"
"405","이지엔","이지엔 닥터복구 알엑스-플렉스 퍼팩트 세트","16,000"
"406","실크테라피","실크테라피 뉴트리티브 크림 헤어팩 250ml","16,800"
"407","씨피원","씨피-원 프리미엄 헤어 트리트먼트 25ml4개입","11,800"
"408","더프트앤도프트","더프트앤도프트 핑크브리즈 퍼퓸드 헤어트리트먼트 250ml","11,900"
"409","록시땅","록시땅 아로마 리페어 헤어 마스크 200ml","42,000"
"410","더마클라센","더마클라센 워터 투 크림 트리트먼트 200ml","13,600"
"411","미쟝센","3분 살롱 마스크팩 300ml","13,000"
"412","더마앤모어","더마앤모어 미셀라 안티더스트 두피 트리트먼트 600ml","7,500"
"413","달리프","달리프 베러 루트 워터트리트먼트 200ml [탈모증상완화]","10,800"
"414","멜로우터치","멜로우터치 노워시 단백질 헤어 트리트먼트 밤","14,900"
"415","사이오스","사이오스 네이처프로 스칼프 엑스퍼트 샴푸 + 클레이 마스크 기획","18,500"
"416","사이오스","사이오스 올레오 12 트리트먼트 마스크 200ml","9,900"
"417","츠바키","츠바키 프리미엄 리페어 마스크 기획(180g+15g*6)","16,000"
"418","존프리다","존프리다 프리즈 이즈 미라큘러스 리커버리 딥 컨디셔너 150mL","19,000"
"419","쿤달","쿤달 트리트먼트 500ml 체리블라썸","8,900"
"420","아베다","아베다 데미지 레미디™ 인텐시브 리스트럭쳐링 트리트먼트 150ml","53,000"
"421","더프트앤도프트","더프트앤도프트 소피소피 퍼퓸드 헤어트리트먼트 250ml","11,570"
"422","다이안","다이안 퍼펙트뷰티 엑스트라 샤인 헤어마스크 150g","9,100"
"423","다이안","다이안 퍼펙트뷰티 엑스트라 데미지 리페어 헤어마스크 150g","9,100"
"424","엘라스틴","엘라스틴 캡슐헤어팩 망고바나나 20g","2,000"
"425","아로마티카","아로마티카 로즈마리 3-in-1 트리트먼트 110ml","9,800"
"426","아베다","아베다 인바티 어드밴스드™ 씨크닝 컨디셔너 200ml","39,000"
"427","아베다","아베다 체리 아몬드 소프트닝 컨디셔너 200ml","25,000"
"428","이브로쉐","이브로쉐 호호바 리페어 헤어 슬리핑 케어 150ML","14,900"
"429","헤드스파7","헤드스파7 트리트먼트 300ml*2개","37,000"
"430","달리프","달리프글램 스타일링 픽서 200ml [탈모증상완화/두피강화]","9,900"
"431","달리프","달리프 클로렐라 베러 루트 헤어토닉 100ml [탈모증상완화/두피강화]","10,800"
"432","미쟝센","[어워즈기획] NEW퍼펙트 세럼80ml+15ml추가증정","7,500"
"433","닥터포헤어","닥터포헤어 리프레싱 스프레이 150ml","16,000"
"434","달리프","달리프글램 컬크림 150ml [탱글탄력웨이브]","9,900"
"435","모레모","모레모 헤어 세럼 R 120ml","13,300"
"436","아로마티카","[아로마티카] 로즈마리  루트 인핸서 100ml","9,100"
"437","달리프","달리프 클로렐라 베러 루트 쿨링스프레이 100ml [두피강화]","10,800"
"438","헤어플러스","헤어플러스 단백질 본드 앰플 에센스 기획세트(70ml+70ml)","11,700"
"439","달리프","달리프글램 컬링에센스 150ml [내추럴웨이브]","10,400"
"440","로레알 파리","로레알 엑스트라오디네리 오일 리치브라운 2입 기획","28,500"
"441","미쟝센","미쟝센 컬링 에센스2X굵은컬 150ml","5,000"
"442","미쟝센","미쟝센 펄 풀&글래머러스 볼륨 미스트 200ml","4,000"
"443","헤어플러스","헤어플러스 프로틴 본드 워터 에센스 200ml","10,400"
"444","차홍","차홍 픽스 볼륨 스프레이 150ml","17,000"
"445","마쉐리","마쉐리 아쿠아 듀 에너지 EX 120g","8,000"
"446","헤드스파7","헤드스파7 블루밍매직 헤어스타일러 특별 기획세트(100ml+열전도용헤어롤)","10,500"
"447","다슈","다슈 데일리 웨트 컬크림 150ml (웨트헤어 스타일링)","10,500"
"448","달리프","달리프글램 헤어 데오미스트 플라워 100ml [두피강화/냄새근본해결]","7,700"
"449","닥터포헤어","닥터포헤어 폴리젠 토닉 120ml","15,000"
"450","루시도엘","루시도엘 아르간 헤어 트리트먼트 리페어 오일 60ml","9,900"
"451","달리프","달리프 베러 루트 헤어토닉 [탈모증상완화/두피강화] 100ml*2개 (1+1기획세트)","18,000"
"452","갸스비","갸스비 무빙 락 스프레이 엑스트라하드 253ml","7,200"
"453","갸스비","갸스비 셋앤킵 수퍼하드 스프레이 263ml","8,500"
"454","리우젤","리우젤 그루밍 토닉 11.8oz/350ml","27,000"
"455","다슈","다슈 데일리 내추럴 헤어 크림 150ml (내림머리 내추럴스타일링)","10,500"
"456","차홍","차홍 플렉시블 컬크림 120 ml","22,500"
"457","달리프","달리프글램 컬링에센스[내추럴웨이브] 150ml*2개 기획(증정6mlx5개입)","19,400"
"458","헤어플러스","헤어플러스 벨벳프로틴본드 앰플 에센스70ml NEW","5,900"
"459","달리프","달리프글램 스타일링 픽서 [탈모증상완화/두피강화] 200ml*2개 기획","19,400"
"460","로레알 파리","로레알파리 토탈리페어5 모이스처 크림","11,100"
"461","이브로쉐","이브로쉐 호호바 리페어 포티파잉 헤어세럼 100ML (극손상모)","14,900"
"462","실크테라피","실크테라피 모이스트 앰플 에센스 60ml","9,900"
"463","실크테라피","실크테라피 리바이브 앰플 에센스 60ml","13,900"
"464","달리프","달리프글램 트루에센스 오리지널 100ml","12,600"
"465","갸스비","갸스비 스타일링 왁스 울트라 하드 80g X 3개 세트","13,530"
"466","다슈","다슈 포맨 울트라 홀딩 파워 왁스 100ml+스프레이 50ml 기획","10,800"
"467","라우쉬","라우쉬 스위스 허벌 헤어 토닉 200ml(두피 진정 마사지 토닉)","32,400"
"468","갸스비","갸스비 수퍼하드 스타일링 폼 185g","8,000"
"469","다슈","다슈 데일리 볼륨업 컬크림 150ml (볼륨컬링 스타일링)","9,450"
"470","다슈","[어워즈기획] 다슈 메가 홀드 슈퍼 스프레이 (250ml+250ml+50ml)","16,000"
"471","실크테라피","실크테라피 실크에센스 195kit(165+15*2)","29,900"
"472","OGX","OGX 아르간 오브 모로코 오일 100ml","18,000"
"473","XTM","XTM 헤어 왁스 (울트라 하드)","6,900"
"474","헤어플러스","헤어플러스 단백질 본드 오일 에센스 150ml","13,500"
"475","실크테라피","실크테라피 실크 미스트 200ml","19,900"
"476","착한팩토리","착한팩토리 단백질폭탄 실크90테라피(80ml*3) (NEW)","19,900"
"477","라우쉬","라우쉬 콜츠푸트 안티-댄드러프 로션 200ml(비듬 각질 정화 토닉)","39,000"
"478","사이오스","사이오스 올레오12 오일 미스트 100ml","9,900"
"479","존프리다","존프리다 프리즈 이즈 세럼 4종 선택1","15,200"
"480","다슈","다슈 데일리 울트라 홀딩 스칼프 스프레이 200ml (탈모증상완화 도움 기능성 헤어스프레이)","10,800"
"481","유리카","유리카 헤어실드 80ml","13,900"
"482","클로란","클로란 피오니 두피 세럼 65ml","25,000"
"483","쿤달","쿤달 울트라 헤어세럼 100ml 화이트머스크","8,900"
"484","착한팩토리","착한팩토리 밀크단백질 90 에센스팩 150ml","10,360"
"485","다슈","다슈 안티 헤어로스 허브 헤어토닉 150ml (탈모증상완화도움 기능성)","10,800"
"486","차홍","차홍 인텐시브 리페어 에센스 60 ml","21,000"
"487","러비더비","러비더비 퀵 모닝 드라이 미스트 샤이니 데이 100ml","7,800"
"488","리우젤","리우젤 그루밍 토닉 3.38oz/100ml","11,000"
"489","러비더비","러비더비 퀵모닝 홀드 미 컬링 미스트 [100ml]","8,900"
"490","티지 베드헤드","티지 베드헤드 에고 부스트 컨디셔닝 헤어에센스 237ml","13,300"
"491","클로란","클로란 일랑일랑 오일스프레이 100ml","16,000"
"492","미쟝센 맨","미쟝센 맨 매트파워왁스 110ml","7,000"
"493","츠바키","츠바키 오일 퍼펙션 헤어 오일 50ml","24,000"
"494","박준뷰티랩","박준뷰티랩 홀드&샤인 헤어픽서 200ml","11,200"
"495","포뷰트","포뷰트 스피어 포마드왁스 50g","31,000"
"496","로레알 파리","로레알파리 엑스트라오디네리 오일 리치브라운","19,000"
"497","더프트앤도프트","더프트앤도프트 소피소피 퍼퓸드 헤어 에센스100ml","10,270"
"498","달리프","달리프글램 샤이닝 스프레이 150ml [모발광채 즉각부여]","10,400"
"499","갸스비","갸스비 수퍼하드 스타일링 젤 200g","5,500"
"500","갸스비","갸스비 셋앤킵 수퍼하드 스프레이 67ml","4,000"
"501","포레스트스토리","향기주는 워터에센스 비누향252ml","6,000"
"502","실크테라피","실크테라피 인리치드 액션 160kit","30,400"
"503","갸스비","갸스비 울트라 하드 왁스 80g","4,750"
"504","포레스트스토리","슈퍼하드 워터스프레이100ml","2,500"
"505","다슈","다슈 클래식 인크레더블 샤인 포마드 100g","18,000"
"506","포레스트스토리","슈퍼하드 워터스프레이 252ml","4,900"
"507","테라픽","테라픽 프리미엄 토탈 헤어 토닉 160ml","18,900"
"508","루시도엘","루시도엘 아르간 헤어 트리트먼트 크림 150g","7,000"
"509","갸스비","[대용량] 갸스비 셋앤킵 대용량 스프레이 슈퍼하드 300ml","7,440"
"510","플란투어","플란투어39 파이토-카페인 토닉 200ml","17,100"
"511","피토더마","피토더마 티테라피 두피팅처 80ml","10,900"
"512","로레알 파리","로레알파리 토탈리페어5 헤어 세럼 프로엑스","11,800"
"513","제이숲","제이숲 레드제이 힐링픽서 200ml","18,000"
"514","루시도엘","루시도엘 아르간 헤어 트리트먼트 리치 오일 60ml","9,900"
"515","미쟝센","NEW 퍼펙트 로즈퍼퓸 세럼 80ml","15,000"
"516","미쟝센","극손상케어 크림타입 헤어세럼 에센스 80ml","7,500"
"517","리우젤","리우젤 파이버 포마드 4oz/113g","27,000"
"518","XTM","XTM 헤어 왁스 (에멀전)","6,900"
"519","미쟝센","NEW 미쟝센 퍼펙트 슈퍼리치 세럼 80ml","15,000"
"520","미쟝센","NEW 미쟝센 퍼펙트세럼 오리지널 80ml","15,000"
"521","미쟝센","NEW 미쟝센 퍼펙트 스타일링 세럼 80ml","15,000"
"522","미쟝센","NEW 퍼펙트 코코 워터 세럼 80ml","15,000"
"523","XTM","XTM 헤어 스프레이 울트라세팅 70 mL","5,500"
"524","리우젤","리우젤 파이버 포마드 1.3oz/35g","14,000"
"525","리우젤","리우젤 블루 수성 포마드 4oz/113g","26,000"
"526","XTM","XTM 헤어 스프레이 울트라세팅 180 mL","9,500"
"527","그라펜","그라펜 컨트롤 페이스트 왁스","12,500"
"528","리우젤","리우젤 익스트림 홀드 포마드 1.3oz/35g","14,000"
"529","그라펜","그라펜 그루밍 클레이 하드왁스","12,500"
"530","리우젤","리우젤 레드 수성 포마드 4oz/113g","26,000"
"531","리우젤","리우젤 블루 수성 포마드 1.3oz/35g","13,000"
"532","아로마티카","아로마티카 퀴노아 프로틴 헤어 앰플 100ml","11,900"
"533","그라펜","그라펜 헤어 샤베트 컬링 에센스","15,900"
"534","그라펜","그라펜 세이프 왁스","15,900"
"535","케라시스","케라시스 케라마이드 극손상 리치 세럼 70ml","12,100"
"536","갸스비","갸스비 스타일 & 케어오일 내츄럴 75ML","13,000"
"537","어헤즈","어헤즈 프리미엄 히든 테라피 토닉 60ml","13,600"
"538","어헤즈","어헤즈 볼륨미스트 250ml","12,700"
"539","실크테라피","실크테라피 떠멀 프로텍션 미스트 150ml","12,600"
"540","아베다","아베다 체리 아몬드 소프트닝 리브-인 컨디셔너 200ml","37,000"
"541","리우젤","리우젤 익스트림 홀드 포마드 4oz/113g","27,000"
"542","미쟝센","미쟝센 파워스윙 에센스왁스4","10,000"
"543","케라시스","케라시스 케라마이드 극손상 세럼 1+1 + 트리트먼트 60ml 추가구성","13,500"
"544","헤드스파7","헤드스파7 파우더리 헤어퍼퓸 100ml 3종 선택 1","9,450"
"545","리우젤","리우젤 레드 수성 포마드 1.3oz/35g","13,000"
"546","XTM","XTM 울트라세팅 다운 스틱왁스","11,000"
"547","갸스비","갸스비 무빙러버 스파이키엣지 왁스 80g","7,800"
"548","미쟝센","NEW퍼펙트 세럼80ml 더블기획+15ml추가증정","15,000"
"549","갸스비","갸스비 인사이드 락 모션 컨트롤 왁스 75g","7,500"
"550","록시땅","록시땅 퓨리파잉 프레쉬니스 리밸런싱 스칼프 에센스 75ml","39,000"
"551","갸스비","갸스비 스타일링 스프레이 매트&하드 200ml X 3개 세트","19,380"
"552","갸스비","갸스비 무빙러버 브라더스 세트_퍼플(80g+15g)","10,100"
"553","갸스비","갸스비 무빙러버 브라더스 세트_그레이(80g+15g)","10,100"
"554","갸스비","갸스비 무빙러버 브라더스 세트_핑크(80g+15g)","10,100"
"555","갸스비","갸스비 셋앤킵 스프레이 브라더스 세트(263ml+67ml)","9,500"
"556","갸스비","갸스비 리그룸 포마드 프라임 그리스 90g","16,000"
"557","갸스비","갸스비 리그룸 포마드 프라임 홀드 100g","8,000"
"558","달리프","달리프글램 헤어 데오미스트 라벤더 100ml [두피강화/냄새근본해결]","7,700"
"559","박준뷰티랩","박준뷰티랩 헤어 앤 스칼프 토닉 150ml","12,600"
"560","모레모","모레모 컬링 에센스 S 150ML","19,000"
"561","박준뷰티랩","박준뷰티랩 익스트림 매트 하드 헤어왁스 120g","15,000"
"562","달리프","달리프글램 트루에센스 오리지널 100ml*2개 기획(증정6mlx5개입)","22,400"
"563","로레알 파리","로레알파리 엑스트라오디네리 오일 라이트","16,300"
"564","플란투어","플란투어21 뉴트리-카페인 엘릭스 200ml","19,000"
"565","블랙몬스터","블랙몬스터 헤어 픽서 100ml","13,400"
"566","트루자임","트루자임 액티브 엔자임 스칼프 토닉 100ml","42,000"
"567","다슈","다슈 포맨 와일드 디자인 머클 왁스 100ml+스프레이 50ml 기획","10,800"
"568","다슈","다슈 포맨 오리지널 슈퍼 매트 왁스 100ml+스프레이 50ml 기획","10,800"
"569","다슈","다슈 데일리 볼륨업 컬크림 150ml*2개 기획","18,620"
"570","달리프","달리프글램 샤이닝 스프레이 150ml 기획 [모발광채 즉각부여](증정6mlx5개입)","10,400"
"571","달리프","달리프글램 컬크림[탱글탄력웨이브] 150ml*2개 기획(증정6mlx5개입)","19,400"
"572","박준뷰티랩","박준뷰티랩 샤이니 하드 헤어왁스 120g","15,000"
"573","미쟝센","퍼펙트 버블 폼 세럼 200ml","20,000"
"574","박준뷰티랩","박준뷰티랩 LPP 세라마이드 하드 컬 크림 150ml","11,900"
"575","실크테라피","실크테라피 모이스쳐 2STEP 드림 피크닉 기획","23,660"
"576","쏘내추럴","쏘내추럴 스타일 업 헤어 픽스 카라","10,500"
"577","쏘내추럴","쏘내추럴 올 데이 세팅 헤어 픽서 80ml","15,000"
"578","쏘내추럴","쏘내추럴 오일 컷 헤어 드라이 파우더 20g","18,000"
"579","미쟝센","스타일링 세럼 기획 80ml 더블기획+15ml추가증정","15,000"
"580","닥터그루트","닥터그루트 두피토닉 80ml","19,000"
"581","갸스비","갸스비 인사이드 락 스마트 플로우 세럼 75g","15,000"
"582","갸스비","갸스비 인사이드 락 스트레이트 워터 200ml","7,000"
"583","갸스비","갸스비 인사이드 락 에어리 홀드 세럼 75g","7,500"
"584","갸스비","갸스비 인사이드 락 내츄럴 업리프트 왁스 75g","15,000"
"585","달리프","달리프 베러 퍼퓸 에센스 레이니데이향 90ml","12,400"
"586","박준뷰티랩","박준뷰티랩 LPP 세라마이드 소프트 컬 크림 150ml","11,900"
"587","달리프","달리프 베러 퍼퓸 에센스 일랑로즈향 90ml","12,400"
"588","다슈","다슈 볼륨 카페인 파워 에어부스터 120ml (울트라하드)","14,400"
"589","실크테라피","실크테라피 오리지널 195 kit 드림 피크닉 기획","28,800"
"590","달리프","달리프 갈락토미세스 베러 퍼퓸 에센스 일랑로즈향 90ml*2개 (1+1기획세트)","20,500"
"591","달리프","달리프 갈락토미세스 베러 퍼퓸 에센스 레이니데이향 90ml*2개 (1+1기획세트)","20,500"
"592","헤어플러스","헤어플러스 컬러본드 보색 에센스 95ml","10,300"
"593","사이오스","사이오스 올레오12 인텐스케어 오일미스트 100ml","9,900"
"594","로레알 파리","로레알파리 엑스트라오디네리 리치브라운 오일인크림","16,300"
"595","아베다","아베다 뉴트리플레니쉬™ 리브-인 컨디셔너 200ml","37,000"
"596","테라픽","테라픽 프리미엄 토탈 헤어오일 100ml","13,400"
"597","러비더비","러비더비 퀵모닝 퍼펙터 스트레이트 미스트 [100ml]","12,900"
"598","차홍","차홍 프로틴 미스트 150ml","19,000"
"599","XTM","XTM 헤어 포마드 (내추럴 홀드)","12,000"
"600","록시땅","록시땅 아로마 리페어 오일 100ml","39,000"
"601","XTM","XTM 헤어 왁스 (내추럴 하드)","10,000"
"602","존프리다","존프리다 프리즈 이즈 너리싱 오일 일릭서","22,000"
"603","착한팩토리","착한팩토리 여신 스타일링 헤어픽서 8ml","5,900"
"604","마쉐리","마쉐리 헤어 쥬레 EX 소프트 웨이브 100g","12,000"
"605","마쉐리","마쉐리 퍼펙트 샤워 웨이브 EX 250ml","8,400"
"606","존프리다","존프리다 프리즈 이즈 오리지널 세럼 50ml","15,200"
"607","마쉐리","마쉐리 아쿠아 듀 에너지 EX 2종 세트  120g X2","25,600"
"608","케라시스","케라시스 케라마이드 앰플 10ml*4ea","15,000"
"609","케라시스","케라시스 케라마이드 극손상 클리닉 세럼 70ml","13,500"
"610","루시도엘","루시도엘 아르간 헤어 트리트먼트 오일 60ml","15,000"
"611","로레알 파리","로레알파리 엑스트라오디네리 하이 샤인 로즈 오일","19,000"
"612","우노","우노 수퍼 하드 스프레이 170g","9,500"
"613","다슈","다슈 포맨 프리미엄 울트라 매트다운 스틱왁스 40g","15,000"
"614","다슈","다슈 포맨 애쉬 실버 그레이 컬러왁스 100ml","18,000"
"615","클로란","클로란 석류 리브인크림 125ml","9,000"
"616","존프리다","존프리다 프리즈 이즈 미라큘러스 리커버리 리페어링 크림 세럼 50ml","13,300"
"617","존프리다","존프리다 프리즈 이즈 퍼펙트 피니쉬 세럼 50mL","19,000"
"618","착한팩토리","착한팩토리 단백질폭탄 실크90테라피 80ml (NEW)","8,800"
"619","그라펜","그라펜 해수 포마드 100g","13,900"
"620","그라펜","그라펜 해수 스프레이 210ml","12,900"
"621","그라펜","그라펜 니트워터 포마드 100g","16,900"
"622","로레알 파리","로레알파리 엑스트라오디네리 오일 보태니컬","19,000"
"623","스웨거","스웨거 헤어 스터너 왁스 크림 타입","15,000"
"624","다슈","다슈 안티헤어로스 픽서미스트 120ml (탈모증상완화도움 기능성)","18,000"
"625","허니체","허니체 딥 모이스트 리페어 헤어 세럼 115ml","12,600"
"626","포레스트스토리","포레스트스토리 매트라이트 워터스프레이 252ml","7,000"
"627","실크테라피","실크테라피 모이스처 트리플 에스 160KIT","36,000"
"628","미쟝센","머그샷 드라이세팅 스프레이 150ML","7,000"
"629","다슈","다슈 클래식 하드와이어 킵 스프레이 250ml","18,000"
"630","다슈","다슈 클래식 익스트림 레드 포마드 100g","18,000"
"631","미쟝센","미쟝센 머그샷 파파라치 글루왁스 100","13,000"
"632","미쟝센","미쟝센 머그샷  섹시오펜더 소프트매트왁스","13,000"
"633","미쟝센","미쟝센 머그샷 프리킹 루나틱 매트왁스","13,000"
"634","미쟝센","파워스윙 슈퍼 스트롱 스프레이9 200ml","4,900"
"635","꽃을든남자","꽃을든남자 후로랄초강력스프레이300ml","4,000"
"636","갸스비","갸스비 무빙러버 그란지매트 왁스 15g","3,500"
"637","갸스비","갸스비 무빙러버 스파이키엣지 왁스 15g","3,500"
"638","갸스비","갸스비 무빙러버 그란지매트 왁스 80g","7,800"
"639","갸스비","갸스비 무빙러버 에어라이즈 왁스 80g","9,800"
"640","갸스비","갸스비 무빙러버 루즈셔플 왁스 80g","9,800"
"641","갸스비","갸스비 무빙러버 와일드쉐이크 왁스 80g","7,800"
"642","미쟝센","미쟝센 머그샷 이블락킹 워터스프레이 200ml","7,000"
"643","존프리다","존프리다 프리즈 이즈 엑스트라 스트렝스 세럼 50mL","21,000"
"644","스웨거","[swagger]스웨거 헤어 스터너 왁스 50G","15,000"
"645","실크테라피","뿌리는 실크테라피 실크미스트(헤어미스트) 60ml","9,500"
"646","다슈","다슈 포맨 프리미엄 메가 홀드 슈퍼 스프레이 250ml","15,000"
"647","다슈","다슈 포맨 프리미엄 오리지널 슈퍼 매트 왁스 100g","15,000"
"648","다슈","다슈 포맨 프리미엄 와일드 디자인 머클 왁스 100g","15,000"
"649","다슈","다슈 포맨 프리미엄 울트라 홀딩 파워 왁스 100g","15,000"
"650","츠바키","츠바키 헤어 밀크 100ml","11,200"
"651","실크테라피","실크테라피 케라틴 미스트 60ml","9,500"
"652","스웨거","스웨거 헤어 세터 스프레이 200ml","13,000"
"653","실크테라피","실크테라피 2-STEP 집중관리 세트(미스트증정)","34,000"
"654","스웨거","스웨거 헤어 슬래머 포마드 110G","25,000"
"655","실크테라피","실크테라피 17 미라클 리브인 컨디셔너 150ml","19,900"
"656","루시도엘","루시도엘 스프레이 수퍼하드 293ml","7,000"
"657","로레알 파리","로레알파리 엑스트라오디네리 오일 리치","16,300"
